3,what is the best ymu-compatible mp3 player out there? i have an ipod photo 30gb but am considering selling it to switch to yahoo! music unlimited.  any recommendations on the best players that are compatible with the subscription service ymu?  looking for similar 30gb capacity.  color and ability to capture / show digital photos like the ipod photo would be desirable features.
5,which are the most rated college in california? and what each one’s specialty?  meaning – what area each one is famous in being the best among the california’s college
7,what are gamma ray bursts? i heard about those
1,who would you like to be superman spiderman or mightymouse?
7,why's watching television so addictive? whereas reading books isn't in general (no doubt there are some avid readers but  i am talking about the majority).
7,why is it so foggy in san francisco?
1,which car and house insurance company is recommended in california? and with which one you had a bad experience?
3,what kind of cigarettes did christopher walken smoke in the film true romance?
5,why do all zippers have ykk on them?
7,why do people amputate dogs tail? what is the reason that some types of dog are considered to be better off with out their tail?
7,how come stars are generally round? re there any square stars in the galaxy?
2,is paid inclusion a good way to monetize a search engine? i'm thinking about starting my own search engine and wondering how to make money off of it. would a paid inclusion program be a good idea?
2,what is the best relational database? http://www.oracle.com/&#xa;&#xa;http://www.mysql.com&#xa;&#xa;www.mysql.org
7,why does zebras have stripes? what is the purpose or those stripes? who do they serve the zebras in the wild life?
7,why do we yawn? how is it contagious...
5,what's the biggest difference between high school &amp; college in terms of academics? is it just harder or is it more work?
7,why can i see myself in a mirror?
7,why do i sound different when i hear my own voice? why do i sound different when i listen to my own voice on the answering machine or tape recorder?
3,who do you think will win the election on the west wing?
4,loving stepchildren? when you marry someone who has children from a previous relationship
7,what are the base colors? those few colors that you can create all the rest of the colors out of their mix
1,should married couples have joint bank accounts and credit cards?
5,what is your favorite quotation from henry david thoreau ?
3,what's does the lock of hair mean at the end of gattaca? i just watched gattaca yesterday (the 1997 sci-fi film with ethan hawke and uma thurman).  at the end of the film when vincent is the the space ship shooting towards saturn
7,what is the oldest evidence of life?
3,what does 'zig' refer to in the all your base clip? you all remember that all your base are belong to us internet phenomenon from early 2000.  i recently saw it again and read the game transcript.  what could the (poor) japanese-english translator possibly have been trying to communicate with the word zig?&#xd;&lt;br&gt;&lt;br&gt;cats: you have no chance to survive make your time.&#xd;&lt;br&gt;cats: ha ha ha ha ....&#xd;&lt;br&gt;captain: take off every 'zig' !!&#xd;&lt;br&gt;captain: you know what you doing.&#xd;&lt;br&gt;captain: move 'zig'.&#xd;&lt;br&gt;captain: for great justice.
3,what does the raining of frogs mean in the movie magnolia?
6,are there any health benefits in currants?
2,how do i install the windows media player plug-in on my mac? i just bought a mac for the first time and have no idea how to install the windows media plug-in. i've downloaded it from microsoft.com and have the windows media.sitx file on my desktop. thanks for the help!
2,can you use ddr sdram memory in a machine originally using sdram dimms? have an old compaq desktop using sdram pc133 dimms &#xd;&lt;br&gt;with  pc3200 ddr 400mhz memory being so cheap wondering if this can be used to expand that box?
5,what is the name of the second us astronaut to land on the moon?
5,which singer has the largest number of records
1,how many cds has aol sent out
5,what animal laid the largest eggs?
7,can water be hotter then 100 celsius degrees?
4,should you stay friends with an ex?
7,why do men have nipples?
1,what is the best carseat to purchase?
1,what's a good home based business?
2,what is a tag
1,can you imagine seeing more colors? no
3,who is the world's highest paid actress?
5,can you recommend a good preschool with childcare around new york?
5,what does xoxo stand for?
3,on the song across the universe of the beatles
3,how long has people magazine been published?
6,does echinacea really help prevent colds? or is a waste of money...
7,what is the biggest number  in the world?
4,why are men scared of the term long-term relationship?
3,how did calvin and hobbes meet?
3,what is the best place to get guitar lessons in the south bay area? looking for a great instructor and relatively affordable price. i have no experience but have a desire to learn.
7,what is the only state in the us whose governor has no veto power?
5,where can i find information about superlatives? i need to find answers to questions such as what is the biggest...? what's the tallest...? what is the fastest...?
7,why do we get tickled when somebody tickles us and we don't when we tickle ourselves?
5,is there enough emphasis on gang prevention in the middle schools?
7,what is the temperature on the sun and how to calculate the lost of heat per distance from it? so
3,who was the first model to ever appear on the cover of sports illustrated?
3,who does the voice for henry the octopus on the wiggles? the voice -- not who is in the costume.  thx!  /d
3,what does 4 8 15 16 23 42 _really_ mean? what do you think it means? i know its showing up alot on the tv show lost
6,what's the difference between allegra and benadryl? they both stop itching
3,why was the passion of christ a controversial movie?
1,what's the cheapest place to live in the south bay?
2,what is the cheapest pc deal around? i am looking for a basic desktop (nothing fancy) for my 7 year old. unfortunately
4,is having similar culture important to make a relationship work?
3,who's the best blues guitarist?
3,what town did the flintstones live in?
1,should us computer programmers be worried about outsourcing trend to india and other countries?
7,if light travels faster than sound
1,how do i write a resume?
2,which is better
2,what should i look for when buying a laptop? what is the best brand and what's reliable?
3,who was the one that took paris hilton's adult video?
5,where do babies come from? that's it. where do babies come from?
5,where can i get ideas for our science project?
7,what are the materials that can be used to produce laser beam? what are the differences between the those beams?
3,can you name 10 famous belgians? smurfs don't count
2,what is the difference between software and hardware?
2,how many websites are on the internet?
2,how can i make money off my blog?
7,what is the arizona river that flows into the colorado?
7,is there any proven evidence that mars at some point in the past had microscopic life? what supports this theory?
2,if i choose to open an email attachment
5,what does zip code stand for?
3,can you name ten asian-american female celebrities?
2,what is programming?
3,what is the oldest magazine that is still in circulation?
6,do you really need 8 hours of sleep every night? i've also heard that it's bad to sleep more than 10 hours a night.
1,where can you donate an old encyclopedia set?
7,what does laser stand for?
6,is there another cure for headaches besides taking pain killers?
2,what is the max file size on unix?
5,would it seriously affect my chances of getting into college if i don't have a high sat score?
7,why do we get hiccups?
1,does anyone have a recommendation for a good cpa who charges reasonable fees in indianapolis?
1,can you recommend a good credit union located in st. louis?
1,what are those tubular straw things at construction sites? occasionally at a construction site there will be something lying on the ground that looks like a mesh tube filled with straw
7,how many u.s. states are named after kings or queens?
5,should cell phones and pdas be allowed in school? why or why not?
1,how do you bring up the salary subject during an interview if the interviewer didn't bring it up?
2,i need to get a wireless card for my laptop. are all cards compatible with all laptops? which one is best?
4,why do women mean yes when they say no
7,why do human have five fingers and five toes?
3,who had the shortest celebrity marriage? nikki hilton's and renee zellwegger's super-short marriages this year got me thinking-- which celebrity had the shortest marriage of all time?
4,what's a good age to get married?
2,how do you find the web site traffic (number of page views) for a particular web site?
3,where is the best karaoke club (ktv) in the south bay? looking for ktv with private rooms
3,what does archie call his car?
1,how can i stop getting junk mail? i'm sick of all the pre-approved credit card solicitations
3,what happened to phoebe cates?  where is she now?
5,why do men wear neckties?
2,is there a way in ms excel to have a cell be equal to multiple cells? e.g.= d3 and d5
4,can you give me tips on how to get over an ex?
3,which tv show got higher ratings? who shot j.r.? on dallas or the finale of m*a*s*h?
3,who played will's dad on will and grace?
4,how should i act on a date? can someone give me tips?
7,how many countries and territories are there in the world?
7,how far is it to the moon?
2,what is the best lcd monitor 19-25? don't want to go overboard on budget or features. just want something better than a 17 monitor to work and play with.&#xa;&#xa;more interested in quality
1,where's a good place to buy a skirt for beneath the christmas tree? walgreen's had two ugly ones to choose from. any place have a better selection of skirts to lay down beneath the christmas tree?
2,what does rss means ?
4,should i return or keep the engagement ring to my ex-fiance?
3,how many seasons did seinfeld have?
3,biggest-selling christmas song of all time? which christmas song sold the most copies of all time? who was the artist?
5,what is the difference between a bachelors and a masters degree?
2,what do i need to open pdf files?
1,can you recommend a residential real estate appraisal firm around kansas?
3,who was the first female model featured on gq magazine?
3,what was the #1 single on july 7
3,does halle berry have a new boyfriend?
4,would it make me a bad friend if i don't lend my friend money when she needs it?
6,how do i tone my butt? what's the best exercise for butts?
4,is closure really important? my boyfriend and i had a petty argument.  he never called me after that day.  do i need to get closure from him?
3,why are paris hilton and nicole richie fighting? i thought they were bff!
5,how can teachers
5,how many words with 10 letters are there in the us dictionary?
3,what is tia carrere's nationality?
3,what is emo?
1,what should i have in my disaster emergency kit stored out side my house? since fima is estimating that the next big disaster will be a more then 7.0 earthquake in ca.&#xd;&lt;br&gt;&lt;br&gt;just a reminder that on aug 2001 they have predicted 3 disaster scenarios: &#xd;&lt;br&gt;first: terror attack on nyc&#xd;&lt;br&gt;second: a 5.0 category hurricane in new orleans&#xd;&lt;br&gt;third: a more then 7.0 earthquake in california&#xd;&lt;br&gt;&lt;br&gt;we are down to the third one……
4,why is a family reunion so important?
5,which part-time mba program will add value to a software developer with 15 years experience?
3,why is lost so popular? i'm watching the first season. on the 3rd disc now
5,whose quote is  don't stay in bed
7,are humans still evolving? seems the vast majority of humans live long enough to procreate.  is natural selection dead (or sleepy)?  if not
2,what is a double layer dvd burner?
2,why does amazon try to patent everything? first it's the one-click stuff
1,anyone have a recommendation for an investment brokerage in seattle?
1,where does the sidewalk end?
3,is there anywhere that rents umd movies for psp?
6,what is the best way to start smoking again? i have not been smoking for six months now
3,will there be a third kill bill?
4,is it okay to go to a guy's place on the first date?
3,when is the next season of 24?
6,why does a person's allergies change over time? as a child a person might not be allergic to cherries and then as an adult they become allergic
3,is batman stronger then spiderman?
4,where is a good place to meet a guy i met on the internet?
3,what was the name of the jetsons' robot maid?
3,what magazine did demi moore sit for a pregnancy photo shoot?
5,can you give me a quote that is only one word long?
4,what's the best pickup line?
3,in john lennon's song remember what does remember the 5th of november mean?
4,how do house chores get divided in your family?
5,what does the q in q-tip stand for?
4,is it normal to be with a guy you're dating for a month every single day?
2,what is visual basic?
1,why does in-n-out burger have secret menu items?
5,where can i find help about a war?
7,can animals really predict earthquakes?
3,sopranos or the wire: if you had to choose one? i'm convinced these are the two best dramas in the history of television. if you had to choose one
3,who wrote the screen play for the big lebowski?
2,where can i get antivirus software if i don't have it installed?
3,what was the first episode of the simpson's about?
5,is there a dictionary for slang words?
3,could u tell me what are me where i can find cool smoking bar in san francisco.? if u have many ideas maybe u can also rate them
5,what is your favorite quotation by a famous author?
5,what further training or additional courses should would-be teachers be required to take? how would these courses improve overall teacher quality?
4,do rebound relationships work?
7,what is the difference between permutations and combinations? the formulas would be helpful as well!
5,what does buck naked mean?
4,what can i do besides divorce if i don't love my spouse anymore?
1,how many answers does a typical q&amp;a question get?
3,will there ever be another figure in rock that comes even close to jimi hendrix?
6,in the quest for dazzling teeth
1,can someone *simply* explain what a stock short is?
7,is there a cure for malaria?
7,which came first
2,how do i find out how much ram my computer has?
3,what reality show had appearances by has-been actors such as v ice
4,what should i do if my ex wants a casual relationship but i want more?
1,is there a  public place in bay area where one can stay late till 1 am and do  home work or read.  ?
6,how to get rid of stretch marks after pregnancy?
3,what city did jack
3,why do people love oprah?
2,can i view everything on the internet via the wireless network?
6,why do non-vegetarians get so defensive at the mere mention that one is a vegetarian?
2,what is the most popular programming laguage in use today?
7,what are the odds of life on another planet?
1,does anyone know a vacation rental service in washington dc that offers great rates?
1,credit cards- how can you get a credit card if you don't have a credit history?
4,what is your opinion on online dating?
6,if your co-worker has a white head thats ready to pop should you be able to go over there and pop it for him?
7,how can i tell if the moon is waxing or waning?
5,what do you call the 4-stringed hawaiian instrument which looks like a little guitar?
4,what would cause you to not want to keep your friend anymore?
5,what are the seven sisters schools? are they considered as good colleges?
6,why does the bird flu considered to be such a frightening disease? i seem that the entire world is dealing with it- what makes it different then other epidemic diseases?
3,what was up with the glass eyeball found in the dharma bunker in episode #207 of lost? this was the episode that explained the first 48 days of the survivors of the tail section.
5,what can be done to lower the dropout rate in high schools?
3,is there a music site that is equivalent to imdb?
3,what are the names of the famed tall-and-short duo that were made famous by bud fisher?
7,which came first
2,what will be the web 3.0 trend? web 1.0 was about doing anything on the web.&#xa;web 2.0 is about community.&#xa;what will 3.0 be?
6,why do women get pms?
3,how many albums does an artist have to sell to get a gold or platinum record?
7,who sailed from spain around the tip of s. america &amp; across the pacific ocean to the phils.?
3,when was archie comics published?
4,is there such a thing as a soulmate? or is it all new age hocus pocus?
6,if your co-worker is guilty of unsanitary hygiene would it be right to tell him/her?
3,what was hitchcock best movie? in which movie he had introduced more new techniques the any of his movies?
3,can i give a gift membership to yahoo! music unlimited?
3,who killed laura palmer? in twin peaks series...
5,how can we make teaching more attractive to young people?
2,should both computers use the same os to share my dsl?
4,if you were asked to plan the perfect weekend for a guy
1,should i rent or buy? i live in an area with very high real estate prices. i can afford to buy
1,how many zip codes in the us ?
1,which mortgage is best for me: 30 year fixed rate or 5/1 arm? i am looking at borrowing $500000 and would like to know how to find the best interest rate for the mortgage.
3,best music podcasts? what are the best podcasts to introduce me to new (alternative
2,what is the best podcast to subscribe to?
6,what can you say to someone on their deathbed to help put their mind at ease?
7,why is the sky blue?
4,how do i end a date with a girl i'm not interested in? i went on a date with a girl i met online but there's no chemistry between us.
3,who is helena in the song helena by my chemical romance?
4,what if i realized that i picked the wrong person after marriage?
4,is it okay to date someone nine years younger than me? the guy i'm dating is 23 years old.
2,how can i tell if my software includes spyware or adware?
3,when was the first issue of mad magazine published?
5,can someone give me three good colleges in philadelphia?
4,how can i make love last and my marriage stronger?
5,what are ivy leagues and do they provide a better education?
2,what are the most popular blogging tools? what are the market shares of the top 10 blogging packages / asps?
1,what is the best checking account balancing interest and service?
2,what is the difference between qa.yahoo.com and ask.yahoo.com? i think i know part of the answer already
4,what are some factors that unite your family?
6,what are the risks of alternative medicine?
5,what site can i go to to find out how many seconds are in a year?
7,explanation for correlated wave function collapse at a distance (quantum mechanics)? i remember from physics class in college that two correlated wavefunctions (e.g.
7,if you were on the world's biggest island
7,how many mountains in the world are 8.000 m (26k feet) or more?
3,what is the difference between adult aletrnative and alternative rock?
4,what does being loyal to a friend mean?
1,if i sold a house at a loss after owning it for less than two years
5,what sea creature sleeps with one eye open?
3,what was green day's first official band name?
5,what do you think is the single most important event of a high schooler's life?
4,do women expect a kiss on the first date?
5,what should you do when you apply to a university and you get put on a waiting list?
6,what is noni juice?
2,what's the best prog. language to learn? what's the easiest to get into?
3,how do you get onto the show curb appeal? looks like this hgtv show is always in the bay area? how can we get our house onto this show?
2,what is the difference between memory and hard disk space?
6,what's the hacker's diet? has anyone tried it?
7,if a plane was on some type of treadmill that detects speed
6,what are the best products for wet shaving?
2,why doesn't yahoo mail beta support safari on mac?
2,what's the difference between online chat and instant messaging?
1,what is the average cost of an engineer in india comparing to the us?
6,what health supplements can i  take to improve my memory?
1,how much does ebay charge for selling stuff? what percentage? how much is transaction fee?
2,what does yahoo! stands for?
5,how do i convert metric to u.s units?
4,what does blood is thicker than water mean?
3,what was the first women's magazine and when was it published?
3,what is the character's first and last name of the professor from gilligan's island?
2,how do i change the nickname i chose when i first logged in to qa.yahoo.com? i'd like to have multiple personalities in this community but i don't know if it's possible.
2,what is a good platform for writing complex web apps in php? looking for a platform for handling business objects as well as application flow so people would not have to hard code each page transition and each business logic step in php.&#xa;&#xa;what do people recommend?
5,should teachers be required to renew their credentials every 5 years?
2,how should i encrypt/pw protect my backup files on an external harddrive for easy recovery on any machine? i share my external drive with my brother (we swap dries with files every month or so to keep backups off-site)
3,what is axel rose up to now?
2,what is the difference between burning and ripping?
2,what is the best microphone or headset for recording a podcast? the platform probably doesn't matter
5,can you recommend a good community college in kansas?
6,can eyesight be trained or improved?  how?
7,what us state separates cape may and delaware?
3,who was famous for the line nanoo nanoo?
4,how do you deal with a future mother-in-law who doesn't approve of you?
1,where can i get information on which  mutual funds to invest in?
4,does every family have a tradition? are there any family traditions your family practices today that have been passed down through the generations?
4,what is a legal separation?
6,why hasn't anyone found a cure for the common cold yet? it must be a conspiracy from the big drugs companies.
5,what do you mean by the grass is always greener on the other side of the fence?
3,what was the first disney animated character to appear in color?
3,c-tech astronomy? what do you know about c-tech astronomy?
5,what color do you paint the town when you go partying around the it?
2,has anyone experienced a cable modem stopping to work all of a sudden? i use comcast in the bay area
7,is the aurora borealis phenomenon found anywhere else in the world?
3,why did the 80's rock group husker dü breakup?
4,do love relationships with co-workers work?
5,what majors are the most popular?
7,why is the earth round?
3,why the pronouciation for mother is almost the same in many languages?
2,what is the difference between phishing and pharming?
2,if i see a question which has been resolved
3,can you name a song that's been remade many times?
5,what ncaa sport does not have a playoff system?
1,how do i roll my 401(k) over to a traditional ira? i have a retirement plan with my former employer and i want to roll it over to a traditional ira.  what are my other options?
1,what's a good resource for understanding the tax implications of buying/selling stock? if i have a modest number of trades in the year
1,is this the end of the housing boom? for october
3,which magazine considered designating osama bin laden as their man of the year for 2001?
1,what good is it to get points on yahoo! q&amp;a but not have a way to rankings of other people's point levels? seriously - what good are points
7,what animal species are monogamous?
6,which is better for back pain-- ice or heat?
2,where can i buy a copy of hypercard 2.4 for mac?
7,what is the other nickname of georgia besides peach state?
1,why some companies have survived for more then 50 years while others have failed only after 5?   why is that ?
3,who was the producer on madona's new album
3,how old is madonna? she looks young
3,what is the title of the song in the movie garden state that natalie portman was listening to?
3,did bill gates really pose for teen beat magazine?
5,what does the term playing hooky mean?
2,who invented the mouse?
3,who was the voice of marge simpson?
3,where did calvin and hobbes get their names?
3,what was alfred hitchcock's contribution to the movie industry?
1,why are we here?
2,which is better a linux operating system over a windows operating system?
4,do you only consider a friend a person that is nice to you?
3,what is the size of paris hilton's feet?
5,can someone give me a good site where i can research about earthquakes?
1,how does this site make money? i guess advertisements will be added eventually when it has certain traffic.
4,what does it mean to be a good friend?
4,how can you cause a toddler to do something that they don't want to do?
4,what is a family?
6,is it true that if you're near-sighted
5,where can i learn all about flags? i need to find out what a flag's colors mean and its history.
4,how long does it take to process a divorce?
3,if you had your choice
4,what's the best age gap between siblings?
5,when you're in someone's disfavor
2,i've hit my q&amp;a limit for answering questions for the day
5,what is the world's largest island?
5,who said all paid jobs absorb and degrade the mind?
3,do i need special software to watch european region dvds on my computer?
3,what's the best sirius satellite radio to get? the majority of the listening would be in the car (howard stern!)
2,what is a good graphical editor for novices using max os x?
2,which internet browser i should use? what is the best one?
3,how do you set-up a personal video recorder without monthly fees? i figure why pay tivo or a cable company or a satellite company to use a personal video recorder
3,what's the name of paris hilton's pet dog?
5,can someone direct to me to a good site about volcanoes? i need to know the top 10 deadliest volcano in the world.
4,what should i do for a ten year first date anniversary with my wife? it seems it should be different than a wedding anniversary.
4,what is the purpose of marriage?
5,how much wood could a wood chuck chuck if a wood chuck could chuck wood?
3,who wrote the song happy birthday?
2,what is ethernet?
5,how many colleges require you to have a foreign language credit?
2,why do videos run slow on my computer?
4,why do i attract jerks?  do women really like bad guys?
3,where can i buy a 1959 gibson les paul guitar? i would like to purchase a 1959 gibson les paul.  i know that they are expensive but i would like to at least get a quote on one.
4,what's the best
4,how can i break up with my boyfriend when i still love him but he doesn't  satisfy me in bed? i love my boyfriend but i'm tired of pretending that we are sexually compatible.
3,is the song
5,which came first
5,what's a good site for somone who needs help with understanding statistics in the context of business?
2,for $1000 or less
3,in what year did billie joe armstrong of green day get married?
7,how come our eyes are located in the front and not on the side of the head?
2,what is sap?
5,who said i will honor christmas in my heart
7,do animals have a sense of humour? as an example
2,how is yahoo q&amp;a different than ask yahoo!?
3,where is the best place to park when going to a san jose sharks game?
3,was courtney love responsible for kurt cobain's death? i've heard rumors...
3,why did the replacements break up?
3,when did the mademoiselle magazine stop publication and why?
1,can anyone recommend a reliable and cost effective person to do our personal trust and will?
5,how do you feel about sex education for 4th and 5th graders? is it too soon?
7,why does polar bear's fur turn green?
1,was santla claus always red
7,what is the fibbonacci sequence? how has the fibbonacci sequence been used by sculptors
7,what is the capital city of jamaica?
3,how can i find the song lyrics?
7,is the universe flat?
7,how come when ever you did a hole there is never enough dirt to fill it back in?
1,i can't find add contact on yahoo msg.  think don't have.? i'm trying to add a contact to my yahoo msg
6,do you believe that penis enlargment pills works.if yes
1,how about a index or table of contants of all on the web? too convienent??
5,i need help with using sparknotes.com. please click this q if you can help for more details. thanx? will sum1 go to www.sparknotes.com and find a chp by chp summary of summer of the monkeys and then post it onto the answers.thanyou so much cuz i dont know how. i tried but cant.
3,another riddle? you throw away the outside and cook the inside. then you eat the outside and throw away the inside. what is it?
1,want to see gross things?
2,what is the best free flash arcade on the internet?
7,what are dewatering type polyelectrolytes. the theory please.?
1,who has the best rates for liquid cd or money maket? have 28k would like to keep fairly liquid
6,what is the best disposable razor?
1,would women that are gay like sex?
4,am i the only  lonely person searching for a fun relationship?
5,what books to read and how to study for usmle part2 medical licensing exam in usa? i'm trying to start studying to get the usmle and plan to start with step 2. there's a wealth of books out there and it is hard to choose from. also people don't agree on the best method to study for this exam or the resources to use. i'm interesed in the opinion of people who have done this test to share their insight on how to prepare for this test. thank you in advance
3,who is eddie van halen?
3,which james bond movie did you like the best? dr. no &#xa;from russia with love &#xa;goldfinger &#xa;thunderball &#xa;you only live twice &#xa;on her majesty's secret service &#xa;diamonds are forever &#xa;live and let die &#xa;the man with the golden gun &#xa;the spy who loved me &#xa;moonraker &#xa;for your eyes only &#xa;octopussy &#xa;a view to a kill &#xa;the living daylights &#xa;licence to kill &#xa;goldeneye &#xa;tomorrow never dies &#xa;the world is not enough &#xa;die another day &#xa;casino royale (2006)
2,how much does the program photoshop cost ( the newest version)?
1,taday is 31 december
2,if i have 2 pc's that have a wireless connection how do i get both pcs 2 share information and share a printer the pcs are wireless not connected 2 each other
1,will california ever fall in the ocean?
6,how do you use dental floss? i find it difficult to use them as they often slip out from between the teeth. but my teeth are yellowing on the edges near the gum and on the sides. this does not go away even if i brush and mouth-wash twice a day.
2,what is the best free web based email (other than yahoo!)?
2,i want to make my pc email server how?? i have a dns name and i want to send and recieve email from my pc?how in details
1,how can i let this guy know that i like him and want to spend time with him w/o getting to close to fast?
6,hello dos eaney bodey know fo a alternative releaf for lupus sufferes thanks genuing question?
1,am i the only person who really
5,what is that
3,how do you circumsize a redneck? it is the funniest joke i've ever heard
1,i am very bored. what should i do?
3,beyonce
3,what time will the new year 2006 will be celeberated and where it will be first celeberated?
6,is there an allergy medication specifically for dog dander that's better than others?
7,why did the u.s. stop sending people to the moon? did we just lose interest or did we find all we needed to find there.
4,i am looking for people in guatemala city?
1,who is jeff palmer? the name sounds familiar...
2,i tried to update java and it would not go thur 
4,what's your opinion about sexual relation between girls and boys?
1,what do you think of the u.s.'s economy?
1,what does fundamentalism mean?
1,whats the difference between gas operated and blowback operated guns??
1,how do i take photos for e-commerce ? i need to take photos for my online store.  any ideas?  how do i create a transparent background?
2,when i can download yahoo beta mail ?
1,what is the name of the rabbit in the magic hat on the movie
6,my arm is numb due to nurve damage in my neck
2,what is the best hard disk defragmenter?
2,using css
1,i need a cv. in english? i want a curricullum vitae
1,need to find reserch about work ethics?
1,is madison who's who a scam? i got an invitation to join through an email today?
3,who is the greatest rock and roll band ever?
3,who shot mr. burns? who shot mr. burns?
4,im a guy and im bisexual!...how can i tell this to a close friend about this and to not make him/her mad? also i like a guy in my class how do i tell him?
1,how long do u to wait in between popping knuckles?
1,what will santa bring this year?
6,how can i treat a burn? i was helpin my mom cook and got burned
1,how can i make $3000 a month selling on ebay? waht kind of product do i need to sell? where can i buy product? any good advise will be great. i already sold a few things and bought a lot
1,in messenger
7,why do clouds turn dark when its about to rain?
6,why old people always are complaining ? like my grandma for example: i dont like this ice cream is not tasty when the ice cream was really good.
5,what is inferred reality and class inclusion?
7,what is the answer to: p=2l + 2w for w ?
1,how much wood would a woodchuck chuck if a woodchuck could chuck wood?
3,when will the new episodes of justice league unlimited air?
3,what do you think of arrested development?
4,what a son give best gift to his mother?
5,does a baby breath water inside the mothers womb? what is the umbilical cord used for when a baby is inside the womb
5,is yahoo or google a better resource for research? what is another good resource for academic research? thanks.
6,does the va pay for dental work?
5,traffic question: can you change lanes across a double yellow line? can you change lanes across a double parallel yellow line? i know that you cannot cross through 2 sets of double yellow lines where each set is separated by about a width of a car
7,if i go 10 miles north
6,does labour become more difficult if i've gained 20 pounds by the end of my 7th month already? plus i wanna know what contractions really feel like...i've started my 8th month and wanna know how they feel cuz i still have no idea
1,why do some days seem to last longer than others? yesterday was the worst
